,categoria,titulo,href,fecha,title
101,Política,Ávalos sobre Comisión Especial: ¿Cómo generamos confianza y credibilidad si no actuamos con transparencia?,/peru/politica/jnj-fiscal-de-la-nacion-zoraida-avalos-sobre-comision-especial-como-generamos-confianza-y-credibilidad-si-no-actuamos-con-transparencia-nndc-noticia/,2020-01-06,Ávalos on the Special Commission: How do we generate trust and credibility if we do not act transparently?
102,Mundo,"Incendios en Australia: gobierno destinará US$ 1,400 millones para la recuperación",/mundo/incendios-en-australia-gobierno-destinara-us-1400-millones-para-la-recuperacion-nndc-noticia/,2020-01-06,"Fires in Australia: government will allocate US $ 1,400 million for recovery"
103,Política,Ledesma propone que el debate de la demanda competencial en el TC sea público,/peru/politica/disolucion-del-congreso-marianella-ledesma-propone-que-el-debate-de-la-demanda-competencial-en-el-tc-sea-publico-nndc-noticia/,2020-01-06,Ledesma proposes that the debate on the competence demand in the TC be public
104,Mundo,Nissan califica de “extremadamente lamentable” la fuga de Carlos Ghosn ,/mundo/nissan-califica-de-extremadamente-lamentable-la-fuga-de-carlos-ghosn-nndc-noticia/,2020-01-06,"Nissan calls Carlos Ghosn's escape ""extremely unfortunate"""
105,Política,Aldo Vásquez fue elegido primer presidente de la Junta Nacional de Justicia,/peru/politica/aldo-vasquez-fue-elegido-primer-presidente-de-la-junta-nacional-de-justicia-jnj-nndc-noticia/,2020-01-06,Aldo Vásquez was elected the first president of the National Board of Justice
106,Empresas,"Boeing investiga nuevos posibles fallos en su 737 Max, según New York Times ",/economia/empresas/boeing-investiga-nuevos-posibles-fallos-en-su-737-max-segun-new-york-times-nndc-noticia/,2020-01-06,"Boeing investigates new possible failures in its 737 Max, according to the New York Times"
107,Economía,Banco Mundial: ¿Qué dicen los jóvenes de América Latina cuando tienen la palabra?,/economia/banco-mundial-que-dicen-los-jovenes-de-america-latina-cuando-tienen-la-palabra-noticia/,2020-01-06,World Bank: What do young people in Latin America say when they have the floor?
108,Economía,Scotiabank prevé un crecimiento del PBI de 3% para 2020,/economia/scotiabank-preve-un-crecimiento-del-pbi-de-3-para-2020-nndc-noticia/,2020-01-06,Scotiabank forecasts GDP growth of 3% for 2020
109,Economía,Riesgo país de Perú bajó seis puntos básicos y cerró en 0.87 puntos porcentuales,/economia/riesgo-pais-de-peru-bajo-seis-puntos-basicos-y-cerro-en-087-puntos-porcentuales-noticia/,2020-01-06,Peru's country risk fell six basis points and closed at 0.87 percentage points
110,Mundo,Estados Unidos reprocha a Rusia y China su silencio por ataque a embajada en Bagdad ,/mundo/washington-reprocha-a-rusia-y-china-su-silencio-por-ataque-a-embajada-en-bagdad-estados-unidos-iran-nndc-noticia/,2020-01-06,The United States reproaches Russia and China for their silence over the attack on the embassy in Baghdad
111,Empresas,"Newmont renueva su marca, nombre y logotipo en antesala a su centenario",/economia/empresas/newmont-renueva-su-marca-nombre-y-logotipo-en-antesala-a-su-centenario-noticia/,2020-01-06,"Newmont renews its brand, name and logo in anticipation of its centenary"
112,Empresas,Toyota construirá una colonia industrial digital para sus empleados en Japón,/economia/empresas/toyota-construira-una-colonia-industrial-digital-para-sus-empleados-en-japon-noticia/,2020-01-06,Toyota to build a digital industrial colony for its employees in Japan
113,Política,"Defensoría: Pedimos información a la PNP, Poder Judicial y SBS sobre Falconí y Zavala y no nos la alcanzaron ",/peru/politica/jnj-walter-gutierrez-pedimos-informacion-sobre-falconi-y-zavala-y-no-nos-la-alcanzaron-nndc-noticia/,2020-01-06,"Ombudsman: We requested information from the PNP, the Judiciary and SBS about Falconí and Zavala and they did not reach us"
114,Economía,"Monto adjudicado de Obras por Impuestos creció 16% en el 2019, afirma Proinversión",/economia/monto-adjudicado-de-obras-por-impuestos-crecio-16-en-el-2019-afirma-proinversion-noticia/,2020-01-06,"Awarded amount of Works for Taxes grew 16% in 2019, says Proinversión"
115,Internacional,Conflicto en el Congreso agrava la crisis en Venezuela,/mundo/internacional/conflicto-en-el-congreso-agrava-la-crisis-en-venezuela-noticia/,2020-01-06,Conflict in Congress aggravates the crisis in Venezuela
116,Mundo,Semana decisiva en la huelga de transportes más larga de la historia de Francia,/mundo/semana-decisiva-en-la-huelga-de-transportes-mas-larga-de-la-historia-de-francia-noticia/,2020-01-06,Decisive week in the longest transport strike in French history
117,Internacional,"Penske, nuevo dueño del circuito de Indianápolis",/mundo/internacional/penske-nuevo-dueno-del-circuito-de-indianapolis-noticia/,2020-01-06,"Penske, new owner of the Indianapolis circuit"
118,Empresas,Samsung y LG compiten por el futuro del televisor con estrategias divergentes,/economia/empresas/samsung-y-lg-compiten-por-el-futuro-del-televisor-con-estrategias-divergentes-noticia/,2020-01-06,Samsung and LG compete for the future of the TV with divergent strategies
119,Internacional,Argentina hará nuevas colocaciones de deuda para hacer frente a vencimientos,/mundo/internacional/argentina-hara-nuevas-colocaciones-de-deuda-para-hacer-frente-a-vencimientos-noticia/,2020-01-06,Argentina will make new debt placements to meet maturities
120,Internacional,"Embraer concede vacaciones colectivas a 16,000 trabajadores en Brasil",/mundo/internacional/embraer-concede-vacaciones-colectivas-a-16000-trabajadores-en-brasil-noticia/,2020-01-06,"Embraer grants collective vacations to 16,000 workers in Brazil"
121,Empresas,Mercedes-Benz y Bosch invierten 15 millones euros en centro pruebas en Brasil ,/economia/empresas/mercedes-benz-y-bosch-invierten-15-millones-euros-en-centro-pruebas-en-brasil-noticia/,2020-01-06,Mercedes-Benz and Bosch invest 15 million euros in test center in Brazil
122,Mundo,"Humo de incendios en Australia viaja 11,000 kilómetros y llega a Chile",/mundo/humo-de-incendios-en-australia-viaja-11000-kilometros-y-llega-a-chile-noticia/,2020-01-06,"Smoke from fires in Australia travels 11,000 kilometers and reaches Chile"
123,Internacional,Goldman: El oro es mejor cobertura que el petróleo durante tensiones geopolíticas,/mundo/internacional/goldman-el-oro-es-mejor-cobertura-que-el-petroleo-durante-tensiones-geopoliticas-noticia/,2020-01-06,Goldman: Gold is a better hedge than oil during geopolitical tensions
124,Internacional,Irán: un avión de Ukrainian Airlines con 180 personas a bordo se estrelló cerca de Teherán,/mundo/internacional/un-avion-ucraniano-con-180-personas-a-bordo-se-estrella-cerca-de-teheran-en-iran-ukrainian-airlines-nndc-noticia/,2020-01-07,Iran: a Ukrainian Airlines plane with 180 people on board crashed near Tehran
125,Mundo,Irán afirma que ataque aéreo es primer paso de su dura venganza contra Estados Unidos,/mundo/qasem-soleimani-muerto-iran-afirma-que-ataque-aereo-es-primer-paso-de-su-dura-venganza-contra-estados-unidos-nndc-noticia/,2020-01-07,Iran says air strike is first step in harsh revenge against US
126,Mundo,"Donald Trump tras ataque de Irán: “Todo bien, tenemos el ejército más poderoso del mundo”",/mundo/donald-trump-tras-ataque-de-iran-todo-bien-tenemos-el-ejercito-mas-poderoso-del-mundo-nndc-noticia/,2020-01-07,"Donald Trump after Iran attack: ""All good, we have the most powerful army in the world"""
127,Mundo,Irán disparó “más de una docena” de cohetes a base militar de Estados Unidos en Irak,/mundo/iran-disparo-mas-de-una-docena-de-cohetes-a-base-militar-de-estados-unidos-en-irak-video-nndc-noticia/,2020-01-07,Iran fired 'more than a dozen' rockets at US military base in Iraq
128,Política,Caso Odebrecht: fiscalía pide 18 meses de prisión preventiva contra Jorge Peñaranda ,/peru/politica/caso-odebrecht-fiscalia-pide-18-meses-de-prision-preventiva-contra-jorge-penaranda-nndc-noticia/,2020-01-07,Odebrecht case: prosecution requests 18 months of preventive detention against Jorge Peñaranda
129,Economía,Riesgo país de Perú se mantuvo sin variación y cerró en 0.87 puntos porcentuales ,/economia/riesgo-pais-de-peru-se-mantuvo-sin-variacion-y-cerro-en-087-puntos-porcentuales-noticia/,2020-01-07,Peru country risk remained unchanged and closed at 0.87 percentage points
130,Mundo,Diputado reconocido por el chavismo como presidente de la Asamblea Nacional dice que buscará la salida de Maduro,/mundo/venezuela-luis-parra-diputado-reconocido-por-el-chavismo-como-presidente-de-la-asamblea-nacional-buscara-la-salida-de-nicolas-maduro-nndc-noticia/,2020-01-07,Deputy recognized by Chavismo as president of the National Assembly says he will seek Maduro's departure
131,Empresas,"Falabella nombra al gerente de Sodimac como presidente de Ikea para Chile, Perú y Colombia",/economia/empresas/falabella-nombra-al-gerente-de-sodimac-como-presidente-de-ikea-para-chile-peru-y-colombia-enrique-gundermann-nndc-noticia/,2020-01-07,"Falabella appoints the manager of Sodimac as president of Ikea for Chile, Peru and Colombia"
132,Mundo,Joe Biden: Donald Trump es “peligrosamente incompetente” ,/mundo/estados-unidos-joe-biden-donald-trump-es-peligrosamente-incompetente-nndc-noticia/,2020-01-07,Joe Biden: Donald Trump is 'dangerously incompetent'
133,Economía,Venta de vehículos livianos revirtió sus pérdidas y cerró el 2019 con crecimiento de 2.42%,/economia/venta-de-vehiculos-livianos-revirtio-sus-perdidas-y-cerro-el-2019-con-crecimiento-de-242-nndc-noticia/,2020-01-07,Sale of light vehicles reversed its losses and closed 2019 with growth of 2.42%
134,Empresas,Impossible Foods lanza carne de cerdo elaborada con plantas y promete chorizo,/economia/empresas/impossible-foods-lanza-carne-de-cerdo-elaborada-con-plantas-y-promete-chorizo-noticia/,2020-01-07,Impossible Foods launches plant-based pork and promises chorizo
135,Política,JEE resuelve que no hay motivo para sancionar a Martín Vizcarra por declaración sobre comicios,/peru/politica/jee-resuelve-que-no-hay-motivo-para-aplicar-sancion-a-martin-vizcarra-por-declaracion-sobre-comicios-nndc-noticia/,2020-01-07,JEE resolves that there is no reason to sanction Martín Vizcarra for a statement on elections
136,Empresas,Hyundai y Uber anuncian una alianza para crear un servicio de taxis aéreos,/economia/empresas/hyundai-y-uber-anuncian-una-alianza-para-crear-un-servicio-de-taxis-aereos-noticia/,2020-01-07,Hyundai and Uber announce an alliance to create an air taxi service
137,Empresas,SpaceX lanzó el tercer lote de satélites Starlink,/economia/empresas/spacex-lanzo-el-tercer-lote-de-satelites-starlink-noticia/,2020-01-07,SpaceX launched the third batch of Starlink satellites
138,Empresas,Volkswagen demanda a Prevent por problemas de suministros en el 2016,/economia/empresas/volkswagen-demanda-a-prevent-por-problemas-de-suministros-en-el-2016-noticia/,2020-01-07,Volkswagen sues Prevent for supply problems in 2016
139,Empresas,Facebook prohíbe los videos ultrafalsos pero acepta las parodias,/economia/empresas/facebook-prohibe-los-videos-ultrafalsos-pero-acepta-las-parodias-noticia/,2020-01-07,Facebook bans ultra-fake videos but welcomes parodies
140,Empresas,Samsung presenta “humanos artificiales” capaces de expresar emociones,/economia/empresas/samsung-presenta-humanos-artificiales-capaces-de-expresar-emociones-noticia/,2020-01-07,Samsung presents “artificial humans” capable of expressing emotions
141,Mercados,Moody’s ve negativa calidad crediticia de América Latina por tensión social,/economia/mercados/moodys-ve-negativa-calidad-crediticia-de-america-latina-por-tension-social-noticia/,2020-01-07,Moody's sees negative credit quality in Latin America due to social tension
142,Empresas,Avianca acuerda con Airbus reducir en 20 unidades pedido de aviones,/economia/empresas/avianca-acuerda-con-airbus-reducir-en-20-unidades-pedido-de-aviones-a320neo-nndc-noticia/,2020-01-07,Avianca agrees with Airbus to reduce aircraft order by 20 units
143,Empresas,"Citigroup planea contratar unos 2,500 programadores para ser más competitivo",/economia/empresas/citigroup-planea-contratar-unos-2500-programadores-para-ser-mas-competitivo-noticia/,2020-01-07,"Citigroup plans to hire about 2,500 programmers to be more competitive"
144,Política,María Isabel León sobre aportes de empresarios: Las donaciones a partidos políticos deberían ser personales,/peru/politica/confiep-maria-isabel-leon-sobre-aportes-de-empresarios-las-donaciones-a-partidos-politicos-deberian-ser-personales-nndc-noticia/,2020-01-08,María Isabel León on contributions from businessmen: Donations to political parties should be personal
145,Política,Keiko Fujimori: audiencia de prisión preventiva se retomará el 9 de enero,/peru/politica/caso-odebrecht-keiko-fujimori-audiencia-de-prision-preventiva-se-retomara-el-9-de-enero-nndc-noticia/,2020-01-08,Keiko Fujimori: preventive detention hearing will resume on January 9
146,Economía,Gobierno buscará acelerar liberación de terrenos para obras de infraestructura,/economia/gobierno-buscara-acelerar-liberacion-de-terrenos-para-obras-de-infraestructura-noticia/,2020-01-08,Government will seek to accelerate the release of land for infrastructure works
147,Economía,Riesgo país de Perú bajó seis puntos básicos y cerró en 0.81 puntos porcentuales,/economia/riesgo-pais-de-peru-bajo-seis-puntos-basicos-y-cerro-en-081-puntos-porcentuales-noticia/,2020-01-08,Peru's country risk fell six basis points and closed at 0.81 percentage points
148,Política,Fiscal Pérez citó a 74 nuevos testigos por aportes a campañas de Keiko Fujimori en 2011 y 2016,/peru/politica/keiko-fujimori-fiscal-perez-cita-a-74-nuevos-empresarios-por-aportes-a-campanas-de-keiko-fujimori-en-2011-y-2016-noticia/,2020-01-08,Prosecutor Pérez summoned 74 new witnesses for contributions to Keiko Fujimori's campaigns in 2011 and 2016
149,Empresas,"Accidente del 737 en Irán, una nueva preocupación para Boeing",/economia/empresas/accidente-del-737-en-iran-una-nueva-preocupacion-para-boeing-noticia/,2020-01-08,Iran 737 crash a new concern for Boeing
150,Economía,"Economía mundial se recupera pero enfrenta riesgos, dice Banco Mundial",/economia/economia-mundial-se-recupera-pero-enfrenta-riesgos-dice-banco-mundial-noticia/,2020-01-08,"World economy recovers but faces risks, says World Bank"
151,Empresas,Falabella: Plan de inversiones al 2023 contempla el desarrollo de IKEA en Perú,/economia/empresas/falabella-plan-de-inversiones-al-2023-contempla-el-desarrollo-de-ikea-en-peru-nndc-noticia/,2020-01-08,Falabella: Investment plan to 2023 contemplates the development of IKEA in Peru
